"source","target"
"DebbieLuvs",FALSE
"ashfordhughes",FALSE
"gatorgoat",FALSE
"ToriHuss",FALSE
"whistle39",FALSE
"HighOnQuacks",FALSE
"bigmardogg",FALSE
"theinfopig",FALSE
"anwyn",FALSE
"AdamTrends5",FALSE
"khwriter",FALSE
"beemerbenzorbob",FALSE
"HamidahAbdulla1",FALSE
"charlesfrith",FALSE
"frakintosh",FALSE
"kclou92",FALSE
"HuffPostPol",FALSE
"Tay__J",FALSE
"ITJil",FALSE
"jaslathrop",FALSE
"josephjaskolka",FALSE
"BalletCountry",FALSE
"FarEastWildWest",FALSE
"SoapboxingGeek",FALSE
"JCSaturday",FALSE
"nessamaeSF",FALSE
"AmaterasuSolar",FALSE
"PeyoteUgly",FALSE
"Scottisnotcool",FALSE
"sire_jingle",FALSE
"bostonbibliophl",FALSE
"Night_Mare_bot",FALSE
"spacecatz",FALSE
"CassandraAgredo",FALSE
"MANX38",FALSE
"Pro_All_Stars",FALSE
"ihatekayla",FALSE
"Just_Minus",FALSE
"DiaryKee",FALSE
"DerrickWyrms",FALSE
"NCAH_News",FALSE
"thefrappemafia",FALSE
"thelindalord",FALSE
"MentalHealth240",FALSE
"LoveLee_James",FALSE
"alex_holmes78",FALSE
"cromart",FALSE
"ashtonattack",FALSE
"gadgetgirl_ca",FALSE
"keithbarry1959",FALSE
"shainateall",FALSE
"antoinegriffin",FALSE
"morgannn_S",FALSE
"concernedrepubl",FALSE
"bernieisd0pe",FALSE
"sacrovano",FALSE
"WashtenawCounty",FALSE
"shainawild",FALSE
"darahxwagner",FALSE
"adam_zander",FALSE
"MainHeadlines",FALSE
"RobHoey",FALSE
"RobHoey",FALSE
"Manifest_Dest",FALSE
"CulturalSavage",FALSE
"RxCardsAreFree",FALSE
"avdhuman",FALSE
"avdhuman",FALSE
"demetriaddavis",FALSE
"distraughtmale",FALSE
"t5_profession",FALSE
"jakezeek29",FALSE
"dr_aletta",FALSE
"SandraJed",FALSE
"BloomingMindsAU",FALSE
"InciteFaith",FALSE
"brittyboox0o",FALSE
"ashleyduvallxo",FALSE
"BloomingMindsAU",FALSE
"BrittHeflin",FALSE
"ohanggyee",FALSE
"jandmferris",FALSE
"ScientistMags",FALSE
"nicollecurtiis",FALSE
"GAautismmom",FALSE
"transbutchbiker",FALSE
"CulturalSavage",FALSE
"dom_whitney13",FALSE
